"from","to","country","new","entire"
2020-06-14,2020-06-21,"Italy",1510,238499
2020-06-14,2020-06-21,"Spain",2344,246272
2020-06-14,2020-06-21,"US",187401,2281767
2020-06-14,2020-06-21,"United Kingdom",6407,279264
2020-06-15,2020-06-22,"China",246,84624
2020-06-15,2020-06-22,"France",3378,198009
2020-06-15,2020-06-22,"Germany",4086,191768
2020-06-15,2020-06-22,"Iran",17649,207525
2020-06-15,2020-06-22,"Italy",1430,238720
2020-06-15,2020-06-22,"Spain",2395,246504
2020-06-15,2020-06-22,"US",198277,2312303
2020-06-15,2020-06-22,"United Kingdom",6268,280156
2020-06-16,2020-06-23,"China",231,84653
2020-06-16,2020-06-23,"France",3551,198526
2020-06-16,2020-06-23,"Germany",4228,192480
2020-06-16,2020-06-23,"Iran",17531,209970
2020-06-16,2020-06-23,"Italy",1333,238833
2020-06-16,2020-06-23,"Spain",2424,246752
2020-06-16,2020-06-23,"US",209760,2347491
2020-06-16,2020-06-23,"United Kingdom",6067,281038
2020-06-17,2020-06-24,"China",215,84673
2020-06-17,2020-06-24,"France",3174,198607
2020-06-17,2020-06-24,"Germany",4267,192871
2020-06-17,2020-06-24,"Iran",17450,212501
2020-06-17,2020-06-24,"Italy",1582,239410
2020-06-17,2020-06-24,"Spain",2403,247086
2020-06-17,2020-06-24,"US",219136,2382426
2020-06-17,2020-06-24,"United Kingdom",5845,281815
2020-06-18,2020-06-25,"China",207,84701
2020-06-18,2020-06-25,"France",2707,198607
2020-06-18,2020-06-25,"Germany",3554,193371
2020-06-18,2020-06-25,"Iran",17449,215096
2020-06-18,2020-06-25,"Italy",1547,239706
2020-06-18,2020-06-25,"Spain",2218,247486
2020-06-18,2020-06-25,"US",231200,2422299
2020-06-18,2020-06-25,"United Kingdom",5522,282512
2020-06-19,2020-06-26,"China",231,84725
2020-06-19,2020-06-26,"France",3484,200195
2020-06-19,2020-06-26,"Germany",3737,194036
2020-06-19,2020-06-26,"Iran",17462,217724
2020-06-19,2020-06-26,"Italy",1950,239961
2020-06-19,2020-06-26,"Spain",2330,247905
2020-06-19,2020-06-26,"US",244975,2467554
2020-06-19,2020-06-26,"United Kingdom",5177,283151
2020-06-20,2020-06-27,"China",190,84743
2020-06-20,2020-06-27,"France",2843,200195
2020-06-20,2020-06-27,"Germany",3788,194458
2020-06-20,2020-06-27,"Iran",17596,220180
2020-06-20,2020-06-27,"Italy",1861,240136
2020-06-20,2020-06-27,"Spain",2531,248469
2020-06-20,2020-06-27,"US",254931,2510259
2020-06-20,2020-06-27,"United Kingdom",5145,283785
2020-06-21,2020-06-28,"China",185,84757
2020-06-21,2020-06-28,"France",1840,199476
2020-06-21,2020-06-28,"Germany",3421,194693
2020-06-21,2020-06-28,"Iran",17717,222669
2020-06-21,2020-06-28,"Italy",1811,240310
2020-06-21,2020-06-28,"Spain",2498,248770
2020-06-21,2020-06-28,"US",268097,2549864
2020-06-21,2020-06-28,"United Kingdom",4928,284192
2020-06-22,2020-06-29,"China",156,84780
2020-06-22,2020-06-29,"France",3513,201522
2020-06-22,2020-06-29,"Germany",3274,195042
2020-06-22,2020-06-29,"Iran",17680,225205
2020-06-22,2020-06-29,"Italy",1716,240436
2020-06-22,2020-06-29,"Spain",2466,248970
2020-06-22,2020-06-29,"US",278365,2590668
2020-06-22,2020-06-29,"United Kingdom",4656,284812
2020-06-23,2020-06-30,"China",132,84785
2020-06-23,2020-06-30,"France",3537,202063
2020-06-23,2020-06-30,"Germany",2938,195418
2020-06-23,2020-06-30,"Iran",17692,227662
2020-06-23,2020-06-30,"Italy",1745,240578
2020-06-23,2020-06-30,"Spain",2519,249271
2020-06-23,2020-06-30,"US",288923,2636414
2020-06-23,2020-06-30,"United Kingdom",4178,285216
2020-06-24,2020-07-01,"China",143,84816
2020-06-24,2020-07-01,"France",4374,202981
2020-06-24,2020-07-01,"Germany",3022,195893
2020-06-24,2020-07-01,"Iran",17710,230211
2020-06-24,2020-07-01,"Italy",1350,240760
2020-06-24,2020-07-01,"Spain",2573,249659
2020-06-24,2020-07-01,"US",305162,2687588
2020-06-24,2020-07-01,"United Kingdom",3464,285279
2020-06-25,2020-07-02,"China",129,84830
2020-06-25,2020-07-02,"France",5033,203640
2020-06-25,2020-07-02,"Germany",2999,196370
2020-06-25,2020-07-02,"Iran",17767,232863
2020-06-25,2020-07-02,"Italy",1255,240961
2020-06-25,2020-07-02,"Spain",2617,250103
2020-06-25,2020-07-02,"US",319750,2742049
2020-06-25,2020-07-02,"United Kingdom",2773,285285
2020-06-26,2020-07-03,"China",113,84838
2020-06-26,2020-07-03,"France",4027,204222
2020-06-26,2020-07-03,"Germany",2744,196780
2020-06-26,2020-07-03,"Iran",17705,235429
2020-06-26,2020-07-03,"Italy",1223,241184
2020-06-26,2020-07-03,"Spain",2640,250545
2020-06-26,2020-07-03,"US",327807,2795361
2020-06-26,2020-07-03,"United Kingdom",2636,285787
2020-06-27,2020-07-04,"China",114,84857
2020-06-27,2020-07-04,"France",4027,204222
2020-06-27,2020-07-04,"Germany",2740,197198
2020-06-27,2020-07-04,"Iran",17698,237878
2020-06-27,2020-07-04,"Italy",1283,241419
2020-06-27,2020-07-04,"Spain",2076,250545
2020-06-27,2020-07-04,"US",330982,2841241
2020-06-27,2020-07-04,"United Kingdom",2627,286412
2020-06-28,2020-07-05,"China",114,84871
2020-06-28,2020-07-05,"France",4746,204222
2020-06-28,2020-07-05,"Germany",2830,197523
2020-06-28,2020-07-05,"Iran",17769,240438
2020-06-28,2020-07-05,"Italy",1301,241611
2020-06-28,2020-07-05,"Spain",1775,250545
2020-06-28,2020-07-05,"US",341260,2891124
2020-06-28,2020-07-05,"United Kingdom",2739,286931
2020-06-29,2020-07-06,"China",109,84889
2020-06-29,2020-07-06,"France",4075,205597
2020-06-29,2020-07-06,"Germany",3022,198064
2020-06-29,2020-07-06,"Iran",17846,243051
2020-06-29,2020-07-06,"Italy",1383,241819
2020-06-29,2020-07-06,"Spain",2819,251789
2020-06-29,2020-07-06,"US",345409,2936077
2020-06-29,2020-07-06,"United Kingdom",2478,287290
2020-06-30,2020-07-07,"China",132,84917
2020-06-30,2020-07-07,"France",4009,206072
2020-06-30,2020-07-07,"Germany",2925,198343
2020-06-30,2020-07-07,"Iran",18026,245688
2020-06-30,2020-07-07,"Italy",1378,241956
2020-06-30,2020-07-07,"Spain",2859,252130
2020-06-30,2020-07-07,"US",359684,2996098
2020-06-30,2020-07-07,"United Kingdom",2658,287874
2020-07-01,2020-07-08,"China",134,84950
2020-07-01,2020-07-08,"France",3091,206072
2020-07-01,2020-07-08,"Germany",2806,198699
2020-07-01,2020-07-08,"Iran",18168,248379
2020-07-01,2020-07-08,"Italy",1389,242149
2020-07-01,2020-07-08,"Spain",2854,252513
2020-07-01,2020-07-08,"US",367111,3054699
2020-07-01,2020-07-08,"United Kingdom",3232,288511
2020-07-02,2020-07-09,"China",162,84992
2020-07-02,2020-07-09,"France",3716,207356
2020-07-02,2020-07-09,"Germany",2631,199001
2020-07-02,2020-07-09,"Iran",17595,250458
2020-07-02,2020-07-09,"Italy",1402,242363
2020-07-02,2020-07-09,"Spain",2953,253056
2020-07-02,2020-07-09,"US",375897,3117946
2020-07-02,2020-07-09,"United Kingdom",3869,289154
2020-07-03,2020-07-10,"China",154,84992
2020-07-03,2020-07-10,"France",3793,208015
2020-07-03,2020-07-10,"Germany",2552,199332
2020-07-03,2020-07-10,"Iran",17291,252720
2020-07-03,2020-07-10,"Italy",1455,242639
2020-07-03,2020-07-10,"Spain",3363,253908
2020-07-03,2020-07-10,"US",390376,3185737
2020-07-03,2020-07-10,"United Kingdom",3891,289678
2020-07-04,2020-07-11,"China",214,85071
2020-07-04,2020-07-11,"France",3793,208015
2020-07-04,2020-07-11,"Germany",2511,199709
2020-07-04,2020-07-11,"Iran",17239,255117
2020-07-04,2020-07-11,"Italy",1408,242827
2020-07-04,2020-07-11,"Spain",3363,253908
2020-07-04,2020-07-11,"US",404684,3245925
2020-07-04,2020-07-11,"United Kingdom",4092,290504
2020-07-05,2020-07-12,"China",246,85117
2020-07-05,2020-07-12,"France",3793,208015
2020-07-05,2020-07-12,"Germany",2396,199919
2020-07-05,2020-07-12,"Iran",16865,257303
2020-07-05,2020-07-12,"Italy",1450,243061
2020-07-05,2020-07-12,"Spain",3363,253908
2020-07-05,2020-07-12,"US",413818,3304942
2020-07-05,2020-07-12,"United Kingdom",4223,291154
2020-07-06,2020-07-13,"China",228,85117
2020-07-06,2020-07-13,"France",4043,209640
2020-07-06,2020-07-13,"Germany",2116,200180
2020-07-06,2020-07-13,"Iran",16601,259652
2020-07-06,2020-07-13,"Italy",1411,243230
2020-07-06,2020-07-13,"Spain",4164,255953
2020-07-06,2020-07-13,"US",428080,3364157
2020-07-06,2020-07-13,"United Kingdom",4401,291691
2020-07-07,2020-07-14,"China",309,85226
2020-07-07,2020-07-14,"France",3568,209640
2020-07-07,2020-07-14,"Germany",2113,200456
2020-07-07,2020-07-14,"Iran",16485,262173
2020-07-07,2020-07-14,"Italy",1388,243344
2020-07-07,2020-07-14,"Spain",4489,256619
2020-07-07,2020-07-14,"US",435476,3431574
2020-07-07,2020-07-14,"United Kingdom",5057,292931
2020-07-08,2020-07-15,"China",296,85246
2020-07-08,2020-07-15,"France",4496,210568
2020-07-08,2020-07-15,"Germany",2191,200890
2020-07-08,2020-07-15,"Iran",16182,264561
2020-07-08,2020-07-15,"Italy",1357,243506
2020-07-08,2020-07-15,"Spain",4981,257494
2020-07-08,2020-07-15,"US",444203,3498902
2020-07-08,2020-07-15,"United Kingdom",4958,293469
2020-07-09,2020-07-16,"China",335,85327
2020-07-09,2020-07-16,"France",3746,211102
2020-07-09,2020-07-16,"Germany",2449,201450
2020-07-09,2020-07-16,"Iran",16603,267061
2020-07-09,2020-07-16,"Italy",1373,243736
2020-07-09,2020-07-16,"Spain",5799,258855
2020-07-09,2020-07-16,"US",458211,3576157
2020-07-09,2020-07-16,"United Kingdom",4962,294116
2020-07-10,2020-07-17,"China",410,85402
2020-07-10,2020-07-17,"France",3928,211943
2020-07-10,2020-07-17,"Germany",2713,202045
2020-07-10,2020-07-17,"Iran",16720,269440
2020-07-10,2020-07-17,"Italy",1328,243967
2020-07-10,2020-07-17,"Spain",6347,260255
2020-07-10,2020-07-17,"US",461978,3647715
2020-07-10,2020-07-17,"United Kingdom",5125,294803
2020-07-11,2020-07-18,"China",347,85418
2020-07-11,2020-07-18,"France",3928,211943
2020-07-11,2020-07-18,"Germany",2717,202426
2020-07-11,2020-07-18,"Iran",16489,271606
2020-07-11,2020-07-18,"Italy",1389,244216
2020-07-11,2020-07-18,"Spain",6347,260255
2020-07-11,2020-07-18,"US",465488,3711413
2020-07-11,2020-07-18,"United Kingdom",5128,295632
2020-07-12,2020-07-19,"China",386,85503
2020-07-12,2020-07-19,"France",3928,211943
2020-07-12,2020-07-19,"Germany",2816,202735
2020-07-12,2020-07-19,"Iran",16485,273788
2020-07-12,2020-07-19,"Italy",1373,244434
2020-07-12,2020-07-19,"Spain",6347,260255
2020-07-12,2020-07-19,"US",468318,3773260
2020-07-12,2020-07-19,"United Kingdom",5204,296358
2020-07-13,2020-07-20,"China",505,85622
2020-07-13,2020-07-20,"France",4383,214023
2020-07-13,2020-07-20,"Germany",3145,203325
2020-07-13,2020-07-20,"Iran",16550,276202
2020-07-13,2020-07-20,"Italy",1394,244624
2020-07-13,2020-07-20,"Spain",8883,264836
2020-07-13,2020-07-20,"US",470520,3834677
2020-07-13,2020-07-20,"United Kingdom",5253,296944
2020-07-14,2020-07-21,"China",482,85708
2020-07-14,2020-07-21,"France",4967,214607
2020-07-14,2020-07-21,"Germany",3261,203717
2020-07-14,2020-07-21,"Iran",16654,278827
2020-07-14,2020-07-21,"Italy",1408,244752
2020-07-14,2020-07-21,"Spain",9575,266194
2020-07-14,2020-07-21,"US",467637,3899211
2020-07-14,2020-07-21,"United Kingdom",4458,297389
2020-07-15,2020-07-22,"China",660,85906
2020-07-15,2020-07-22,"France",5037,215605
2020-07-15,2020-07-22,"Germany",3386,204276
2020-07-15,2020-07-22,"Iran",16852,281413
2020-07-15,2020-07-22,"Italy",1526,245032
2020-07-15,2020-07-22,"Spain",10057,267551
2020-07-15,2020-07-22,"US",471219,3970121
2020-07-15,2020-07-22,"United Kingdom",4483,297952
2020-07-16,2020-07-23,"China",718,86045
2020-07-16,2020-07-23,"France",5565,216667
2020-07-16,2020-07-23,"Germany",3431,204881
2020-07-16,2020-07-23,"Iran",16973,284034
2020-07-16,2020-07-23,"Italy",1602,245338
2020-07-16,2020-07-23,"Spain",11311,270166
2020-07-16,2020-07-23,"US",462659,4038816
2020-07-16,2020-07-23,"United Kingdom",4615,298731
2020-07-17,2020-07-24,"China",800,86202
2020-07-17,2020-07-24,"France",5854,217797
2020-07-17,2020-07-24,"Germany",3578,205623
2020-07-17,2020-07-24,"Iran",17083,286523
2020-07-17,2020-07-24,"Italy",1623,245590
2020-07-17,2020-07-24,"Spain",12166,272421
2020-07-17,2020-07-24,"US",464816,4112531
2020-07-17,2020-07-24,"United Kingdom",4697,299500
2020-07-18,2020-07-25,"China",963,86381
2020-07-18,2020-07-25,"France",5858,217801
2020-07-18,2020-07-25,"Germany",3852,206278
2020-07-18,2020-07-25,"Iran",17233,288839
2020-07-18,2020-07-25,"Italy",1648,245864
2020-07-18,2020-07-25,"Spain",12166,272421
2020-07-18,2020-07-25,"US",467557,4178970
2020-07-18,2020-07-25,"United Kingdom",4638,300270
2020-07-19,2020-07-26,"China",1067,86570
2020-07-19,2020-07-26,"France",5858,217801
2020-07-19,2020-07-26,"Germany",3932,206667
2020-07-19,2020-07-26,"Iran",17384,291172
2020-07-19,2020-07-26,"Italy",1684,246118
2020-07-19,2020-07-26,"Spain",12166,272421
2020-07-19,2020-07-26,"US",460663,4233923
2020-07-19,2020-07-26,"United Kingdom",4662,301020
2020-07-20,2020-07-27,"China",1161,86783
2020-07-20,2020-07-27,"France",6329,220352
2020-07-20,2020-07-27,"Germany",3787,207112
2020-07-20,2020-07-27,"Iran",17404,293606
2020-07-20,2020-07-27,"Italy",1662,246286
2020-07-20,2020-07-27,"Spain",13946,278782
2020-07-20,2020-07-27,"US",455660,4290337
2020-07-20,2020-07-27,"United Kingdom",4764,301708
2020-07-21,2020-07-28,"China",1282,86990
2020-07-21,2020-07-28,"France",6470,221077
2020-07-21,2020-07-28,"Germany",3990,207707
2020-07-21,2020-07-28,"Iran",17446,296273
2020-07-21,2020-07-28,"Italy",1736,246488
2020-07-21,2020-07-28,"Spain",14416,280610
2020-07-21,2020-07-28,"US",456995,4356206
2020-07-21,2020-07-28,"United Kingdom",4872,302261
2020-07-22,2020-07-29,"China",1307,87213
2020-07-22,2020-07-29,"France",5472,221077
2020-07-22,2020-07-29,"Germany",4270,208546
2020-07-22,2020-07-29,"Iran",17496,298909
2020-07-22,2020-07-29,"Italy",1744,246776
2020-07-22,2020-07-29,"Spain",15090,282641
2020-07-22,2020-07-29,"US",456861,4426982
2020-07-22,2020-07-29,"United Kingdom",5111,303063
2020-07-23,2020-07-30,"China",1444,87489
2020-07-23,2020-07-30,"France",5802,222469
2020-07-23,2020-07-30,"Germany",4654,209535
2020-07-23,2020-07-30,"Iran",17496,301530
2020-07-23,2020-07-30,"Italy",1820,247158
2020-07-23,2020-07-30,"Spain",15264,285430
2020-07-23,2020-07-30,"US",456199,4495015
2020-07-23,2020-07-30,"United Kingdom",5179,303910
2020-07-24,2020-07-31,"China",1453,87655
2020-07-24,2020-07-31,"France",7400,225197
2020-07-24,2020-07-31,"Germany",4776,210399
2020-07-24,2020-07-31,"Iran",17681,304204
2020-07-24,2020-07-31,"Italy",1947,247537
2020-07-24,2020-07-31,"Spain",16101,288522
2020-07-24,2020-07-31,"US",449576,4562107
2020-07-24,2020-07-31,"United Kingdom",5293,304793
2020-07-25,2020-08-01,"China",1446,87827
2020-07-25,2020-08-01,"France",7397,225198
2020-07-25,2020-08-01,"Germany",4727,211005
2020-07-25,2020-08-01,"Iran",17913,306752
2020-07-25,2020-08-01,"Italy",1968,247832
2020-07-25,2020-08-01,"Spain",16101,288522
2020-07-25,2020-08-01,"US",441622,4620592
2020-07-25,2020-08-01,"United Kingdom",5292,305562
2020-07-26,2020-08-02,"China",1415,87985
2020-07-26,2020-08-02,"France",7397,225198
2020-07-26,2020-08-02,"Germany",4553,211220
2020-07-26,2020-08-02,"Iran",18265,309437
2020-07-26,2020-08-02,"Italy",1952,248070
2020-07-26,2020-08-02,"Spain",16101,288522
2020-07-26,2020-08-02,"US",434249,4668172
2020-07-26,2020-08-02,"United Kingdom",5289,306309
2020-07-27,2020-08-03,"China",1316,88099
2020-07-27,2020-08-03,"France",4846,225198
2020-07-27,2020-08-03,"Germany",4999,212111
2020-07-27,2020-08-03,"Iran",18429,312035
2020-07-27,2020-08-03,"Italy",1943,248229
2020-07-27,2020-08-03,"Spain",18272,297054
2020-07-27,2020-08-03,"US",423203,4713540
2020-07-27,2020-08-03,"United Kingdom",5543,307251
2020-07-28,2020-08-04,"China",1216,88206
2020-07-28,2020-08-04,"France",7499,228576
2020-07-28,2020-08-04,"Germany",5121,212828
2020-07-28,2020-08-04,"Iran",18513,314786
2020-07-28,2020-08-04,"Italy",1931,248419
2020-07-28,2020-08-04,"Spain",22204,302814
2020-07-28,2020-08-04,"US",414874,4771080
2020-07-28,2020-08-04,"United Kingdom",4995,307256
2020-07-29,2020-08-05,"China",1115,88328
2020-07-29,2020-08-05,"France",7499,228576
2020-07-29,2020-08-05,"Germany",5567,214113
2020-07-29,2020-08-05,"Iran",18574,317483
2020-07-29,2020-08-05,"Italy",2027,248803
2020-07-29,2020-08-05,"Spain",23126,305767
2020-07-29,2020-08-05,"US",396908,4823890
2020-07-29,2020-08-05,"United Kingdom",4208,307271
